proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,proxy_contest,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__company_data__fiscal_year_end,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__street_2,filer__business_address__city,filer__business_address__state,filer__business_address__zip,filer__business_address__business_phone,filer__mail_address__street_1,filer__mail_address__street_2,filer__mail_address__city,filer__mail_address__state,filer__mail_address__zip,filer__former_company__former_conformed_name,filer__former_company__date_of_name_change,filer__former_company_1__former_conformed_name,filer__former_company_1__date_of_name_change,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date,metadata_fund_name,fund_name_match_score,owner_cik,series_id,series_name,class_contract_id,class_contract_name,class_contract_ticker_symbol
1j,Elect Director Mark L. Perry,Management,For,For,NVIDIA CORPORATION,"JUN 22, 2023",NVDA,67066G104,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1k,Elect Director A. Brooke Seawell,Management,For,For,NVIDIA CORPORATION,"JUN 22, 2023",NVDA,67066G104,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1l,Elect Director Aarti Shah,Management,For,For,NVIDIA CORPORATION,"JUN 22, 2023",NVDA,67066G104,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1m,Elect Director Mark A. Stevens,Management,For,For,NVIDIA CORPORATION,"JUN 22, 2023",NVDA,67066G104,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,NVIDIA CORPORATION,"JUN 22, 2023",NVDA,67066G104,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
3,Advisory Vote on Say on Pay Frequency,Management,One Year,One Year,NVIDIA CORPORATION,"JUN 22, 2023",NVDA,67066G104,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
4,Ratify PricewaterhouseCoopers LLP as Auditors,Management,For,For,NVIDIA CORPORATION,"JUN 22, 2023",NVDA,67066G104,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1a,Elect Director Atsushi Abe,Management,For,For,ON SEMICONDUCTOR CORPORATION,"MAY 18, 2023",ON,682189105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1b,Elect Director Alan Campbell,Management,For,For,ON SEMICONDUCTOR CORPORATION,"MAY 18, 2023",ON,682189105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1c,Elect Director Susan K. Carter,Management,For,For,ON SEMICONDUCTOR CORPORATION,"MAY 18, 2023",ON,682189105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1d,Elect Director Thomas L. Deitrich,Management,For,For,ON SEMICONDUCTOR CORPORATION,"MAY 18, 2023",ON,682189105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1e,Elect Director Hassane El-Khoury,Management,For,For,ON SEMICONDUCTOR CORPORATION,"MAY 18, 2023",ON,682189105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1f,Elect Director Bruce E. Kiddoo,Management,For,For,ON SEMICONDUCTOR CORPORATION,"MAY 18, 2023",ON,682189105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1g,Elect Director Paul A. Mascarenas,Management,For,For,ON SEMICONDUCTOR CORPORATION,"MAY 18, 2023",ON,682189105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1h,Elect Director Gregory Waters,Management,For,For,ON SEMICONDUCTOR CORPORATION,"MAY 18, 2023",ON,682189105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1i,Elect Director Christine Y. Yan,Management,For,For,ON SEMICONDUCTOR CORPORATION,"MAY 18, 2023",ON,682189105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,ON SEMICONDUCTOR CORPORATION,"MAY 18, 2023",ON,682189105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
3,Advisory Vote on Say on Pay Frequency,Management,One Year,One Year,ON SEMICONDUCTOR CORPORATION,"MAY 18, 2023",ON,682189105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
4,Ratify PricewaterhouseCoopers LLP as Auditors,Management,For,For,ON SEMICONDUCTOR CORPORATION,"MAY 18, 2023",ON,682189105,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1a,Elect Director Brant Bonin Bough,Management,For,For,PHILIP MORRIS INTERNATIONAL INC.,"MAY 03, 2023",PM,718172109,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1b,Elect Director Andre Calantzopoulos,Management,For,For,PHILIP MORRIS INTERNATIONAL INC.,"MAY 03, 2023",PM,718172109,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1c,Elect Director Michel Combes,Management,For,For,PHILIP MORRIS INTERNATIONAL INC.,"MAY 03, 2023",PM,718172109,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1d,Elect Director Juan Jose Daboub,Management,For,For,PHILIP MORRIS INTERNATIONAL INC.,"MAY 03, 2023",PM,718172109,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1e,Elect Director Werner Geissler,Management,For,For,PHILIP MORRIS INTERNATIONAL INC.,"MAY 03, 2023",PM,718172109,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1f,Elect Director Lisa A. Hook,Management,For,For,PHILIP MORRIS INTERNATIONAL INC.,"MAY 03, 2023",PM,718172109,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1g,Elect Director Jun Makihara,Management,For,For,PHILIP MORRIS INTERNATIONAL INC.,"MAY 03, 2023",PM,718172109,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1h,Elect Director Kalpana Morparia,Management,For,For,PHILIP MORRIS INTERNATIONAL INC.,"MAY 03, 2023",PM,718172109,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1i,Elect Director Jacek Olczak,Management,For,For,PHILIP MORRIS INTERNATIONAL INC.,"MAY 03, 2023",PM,718172109,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1j,Elect Director Robert B. Polet,Management,For,For,PHILIP MORRIS INTERNATIONAL INC.,"MAY 03, 2023",PM,718172109,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1k,Elect Director Dessislava Temperley,Management,For,For,PHILIP MORRIS INTERNATIONAL INC.,"MAY 03, 2023",PM,718172109,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1l,Elect Director Shlomo Yanai,Management,For,For,PHILIP MORRIS INTERNATIONAL INC.,"MAY 03, 2023",PM,718172109,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,PHILIP MORRIS INTERNATIONAL INC.,"MAY 03, 2023",PM,718172109,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
3,Advisory Vote on Say on Pay Frequency,Management,One Year,One Year,PHILIP MORRIS INTERNATIONAL INC.,"MAY 03, 2023",PM,718172109,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
4,Ratify PricewaterhouseCoopers SA as Auditors,Management,For,For,PHILIP MORRIS INTERNATIONAL INC.,"MAY 03, 2023",PM,718172109,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
5,"Disclose Nicotine Level Information, and Reduce Nicotine Levels in Tobacco Products",Shareholder,Against,Against,PHILIP MORRIS INTERNATIONAL INC.,"MAY 03, 2023",PM,718172109,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1,Issue Shares in Connection with Merger,Management,For,For,"PROLOGIS, INC.","SEP 28, 2022",PLD,74340W103,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
2,Adjourn Meeting,Management,For,For,"PROLOGIS, INC.","SEP 28, 2022",PLD,74340W103,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
1a,Elect Director Hamid R. Moghadam,Management,For,For,"PROLOGIS, INC.","MAY 04, 2023",PLD,74340W103,False,FIDELITY MAGELLAN K6 FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan K6 Fund,100,0000061397,S000065695,Fidelity Magellan K6 Fund,C000212498,Fidelity Magellan K6 Fund,FMKFX
