proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,record_date,meeting_type,proxy_contest,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__city,filer__business_address__state,filer__business_address__zip,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date
6,Approve Performance-Based Annual Bonus Ceiling for Directors,Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
7,Approve Performance Share Plan and Restricted Stock Plan,Management,For,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8.1,Elect Shareholder Director Nominee Christopher Douglas Brady,Shareholder,Against,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8.2,Elect Shareholder Director Nominee Pamela Fennel Jacobs,Shareholder,Against,Against,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8.3,"Elect Shareholder Director Nominee Okada, Yasushi",Shareholder,Against,Against,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8.4,"Elect Shareholder Director Nominee Saeki, Terumichi",Shareholder,Against,Against,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8.5,"Elect Shareholder Director Nominee Iwasaki, Jiro",Shareholder,Against,For,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8.6,"Elect Shareholder Director Nominee Saito, Makoto",Shareholder,Against,Against,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8.7,"Elect Shareholder Director Nominee Kato, Hitomi",Shareholder,Against,Against,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8.8,"Elect Shareholder Director Nominee Suguro, Fumiyasu",Shareholder,Against,Against,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8.9,"Elect Shareholder Director Nominee Fujiwara, Motohiko",Shareholder,Against,Against,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8.10,"Elect Shareholder Director Nominee Yamada, Koji",Shareholder,Against,Against,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8.11,"Elect Shareholder Director Nominee Wada, Isami",Shareholder,Against,Against,"SEKISUI HOUSE, LTD.","APR 23, 2020",1928,J70746136,"JAN 31, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1,"Approve Allocation of Income, with a Final Dividend of JPY 51",Management,For,For,"SEVEN & I HOLDINGS CO., LTD.","MAY 28, 2020",3382,J7165H108,"FEB 29, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Amend Articles to Amend Provisions on Number of Directors - Clarify Director Authority on Board Meetings,Management,For,For,"SEVEN & I HOLDINGS CO., LTD.","MAY 28, 2020",3382,J7165H108,"FEB 29, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.1,"Elect Director Isaka, Ryuichi",Management,For,For,"SEVEN & I HOLDINGS CO., LTD.","MAY 28, 2020",3382,J7165H108,"FEB 29, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.2,"Elect Director Goto, Katsuhiro",Management,For,For,"SEVEN & I HOLDINGS CO., LTD.","MAY 28, 2020",3382,J7165H108,"FEB 29, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.3,"Elect Director Ito, Junro",Management,For,For,"SEVEN & I HOLDINGS CO., LTD.","MAY 28, 2020",3382,J7165H108,"FEB 29, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.4,"Elect Director Yamaguchi, Kimiyoshi",Management,For,For,"SEVEN & I HOLDINGS CO., LTD.","MAY 28, 2020",3382,J7165H108,"FEB 29, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.5,"Elect Director Maruyama, Yoshimichi",Management,For,For,"SEVEN & I HOLDINGS CO., LTD.","MAY 28, 2020",3382,J7165H108,"FEB 29, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.6,"Elect Director Nagamatsu, Fumihiko",Management,For,For,"SEVEN & I HOLDINGS CO., LTD.","MAY 28, 2020",3382,J7165H108,"FEB 29, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.7,"Elect Director Kimura, Shigeki",Management,For,For,"SEVEN & I HOLDINGS CO., LTD.","MAY 28, 2020",3382,J7165H108,"FEB 29, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.8,Elect Director Joseph M. DePinto,Management,For,For,"SEVEN & I HOLDINGS CO., LTD.","MAY 28, 2020",3382,J7165H108,"FEB 29, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.9,"Elect Director Tsukio, Yoshio",Management,For,For,"SEVEN & I HOLDINGS CO., LTD.","MAY 28, 2020",3382,J7165H108,"FEB 29, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.10,"Elect Director Ito, Kunio",Management,For,For,"SEVEN & I HOLDINGS CO., LTD.","MAY 28, 2020",3382,J7165H108,"FEB 29, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.11,"Elect Director Yonemura, Toshiro",Management,For,For,"SEVEN & I HOLDINGS CO., LTD.","MAY 28, 2020",3382,J7165H108,"FEB 29, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.12,"Elect Director Higashi, Tetsuro",Management,For,For,"SEVEN & I HOLDINGS CO., LTD.","MAY 28, 2020",3382,J7165H108,"FEB 29, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.13,"Elect Director Rudy, Kazuko",Management,For,For,"SEVEN & I HOLDINGS CO., LTD.","MAY 28, 2020",3382,J7165H108,"FEB 29, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1,Receive Financial Statements and Statutory Reports for Fiscal 2018/19 (Non-Voting),Management,,,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Approve Allocation of Income and Dividends of EUR 3.90 per Share,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.1,Approve Discharge of Management Board Member Joe Kaeser for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.2,Approve Discharge of Management Board Member Roland Busch for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.3,Approve Discharge of Management Board Member Lisa Davis for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.4,Approve Discharge of Management Board Member Klaus Helmrich for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.5,Approve Discharge of Management Board Member Janina Kugel for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.6,Approve Discharge of Management Board Member Cedrik Neike for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.7,Approve Discharge of Management Board Member Michael Sen for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3.8,Approve Discharge of Management Board Member Ralf Thomas for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4.1,Approve Discharge of Supervisory Board Member Jim Hagemann Snabe for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4.2,Approve Discharge of Supervisory Board Member Birgit Steinborn for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4.3,Approve Discharge of Supervisory Board Member Werner Wenning for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4.4,Approve Discharge of Supervisory Board Member Werner Brandt for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4.5,Approve Discharge of Supervisory Board Member Michael Diekmann for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4.6,Approve Discharge of Supervisory Board Member Andrea Fehrmann for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4.7,"Approve Discharge of Supervisory Board Member Reinhard Hahn (until January 30, 2019) for Fiscal 2018/19",Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4.8,Approve Discharge of Supervisory Board Member Bettina Haller for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4.9,Approve Discharge of Supervisory Board Member Robert Kensbock for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4.10,Approve Discharge of Supervisory Board Member Harald Kern for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4.11,Approve Discharge of Supervisory Board Member Juergen Kerner for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4.12,Approve Discharge of Supervisory Board Member Nicola Leibinger-Kammueller for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4.13,Approve Discharge of Supervisory Board Member Benoit Potier for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4.14,"Approve Discharge of Supervisory Board Member Hagen Reimer (from January 30, 2019) for Fiscal 2018/19",Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4.15,Approve Discharge of Supervisory Board Member Norbert Reithofer for Fiscal 2018/19,Management,For,For,SIEMENS AG,"FEB 05, 2020",SIE,D69671218,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
